"description";"SHID";"COMID";"COMNM"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""open_date"":""2019-10-09"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""5"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""6"",""close_time_i"":""0"",""close_time_s"":""0"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/cvGYlB7AcQY"",""is_live"":false,""duration"":66,""video_title"":""Laughter is Contagious"",""video_id"":""cvGYlB7AcQY"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/cvGYlB7AcQY\/mqdefault.jpg""}";"38488";"3535";"HCT"
"{""id"":""3286"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38489";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38491";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38492";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38493";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""open_date"":""2019-10-09"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38494";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""open_date"":""2019-10-09"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38495";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38496";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""0"",""play_time_h"":""0"",""play_time_i"":""1"",""play_time_s"":""48"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38497";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""open_date"":""2019-10-09"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""12"",""open_time_i"":""56"",""open_time_s"":""0"",""close_time_h"":""13"",""close_time_i"":""0"",""close_time_s"":""0"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38498";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38500";"3535";"HCT"
"{""id"":""3286"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38501";"3535";"HCT"
"{""id"":""5685"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""BenQ_750k"",""text_content"":""Umar\u0131m BenQ 'yu be\u011fenmi\u015fsinizdir ?"",""select_style_id"":""1909"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"38521";"1214";"Bekdata"
"{""id"":""5685"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""BenQ_750k"",""text_content"":""Bu bir denemedir"",""select_style_id"":""1909"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"38522";"1214";"Bekdata"
"{""id"":""3099"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""This is a test only"",""select_style_id"":""5829"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38526";"3368";"Almana"
"{""id"":""3099"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Test only!!!!!"",""select_style_id"":""5829"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38527";"3368";"Almana"
"{""id"":""3099"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""test"",""select_style_id"":""5829"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38528";"3368";"Almana"
"{""id"":""7240"",""for_tag"":""0"",""type"":""2"",""content_type"":""2"",""name"":""Test"",""lite_archives_id"":[""19110""],""lite_archives_name"":""hp pro display.jpg"",""play_speed"":""3"",""one_play"":""1"",""play_time_h"":""1"",""play_time_i"":""0"",""play_time_s"":""0"",""duration"":3}";"38529";"3368";"Almana"
"{""id"":""3099"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""19110""],""lite_archives_name"":""hp pro display.jpg"",""play_speed"":""3"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""duration"":3}";"38530";"3368";"Almana"
"{""id"":""3099"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""19110""],""lite_archives_name"":""hp pro display.jpg"",""play_speed"":""3"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""10"",""play_time_s"":""0"",""duration"":3}";"38532";"3368";"Almana"
"{""id"":""3099"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""19110""],""lite_archives_name"":""hp pro display.jpg"",""play_speed"":""3"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""duration"":3}";"38534";"3368";"Almana"
"{""id"":""7240"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Test"",""text_content"":""test"",""select_style_id"":""5829"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38535";"3368";"Almana"
"{""id"":""7240"",""for_tag"":""0"",""type"":""2"",""content_type"":""2"",""name"":""Test"",""lite_archives_id"":[""19110""],""lite_archives_name"":""hp pro display.jpg"",""play_speed"":""3"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""duration"":3}";"38536";"3368";"Almana"
"{""id"":""7240"",""for_tag"":""0"",""type"":""2"",""content_type"":""2"",""name"":""Test"",""lite_archives_id"":[""19111""],""lite_archives_name"":""DEll E2418HN.jpg"",""play_speed"":""5"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""duration"":5}";"38537";"3368";"Almana"
"{""id"":""7240"",""for_tag"":""0"",""type"":""2"",""content_type"":""2"",""name"":""Test"",""lite_archives_id"":[""19112""],""lite_archives_name"":""hp prodesk.jpg"",""play_speed"":""5"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""duration"":5}";"38538";"3368";"Almana"
"{""id"":""3099"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=PKSL3E0M-CY"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":770,""video_title"":""Best BenQ Monitor in 2019 | Top 5 Options For Gaming, Design & Work!"",""video_id"":""PKSL3E0M-CY"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/PKSL3E0M-CY\/mqdefault.jpg""}";"38539";"3368";"Almana"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Welcome MAEDS 2019"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"38558";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Welcome"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"38559";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""welcome"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"38560";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Welcome to MAEDS"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"38564";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Welcome to MAEDS - BENQ Signage over IFP"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"38565";"2595";"Data Image"
"{""id"":""3048"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""19131""],""lite_archives_name"":""SALES.JPG"",""play_speed"":""3"",""one_play"":""0"",""play_time_h"":""1"",""play_time_i"":""0"",""play_time_s"":""3"",""duration"":3}";"38596";"3333";"MMTSydney"
"{""id"":""3048"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Reggie: NO HOLD ORDERS!"",""select_style_id"":""5756"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ff00ff00\"",\""scroll_direction\"":\""left\""}""}";"38597";"3333";"MMTSydney"
"{""id"":""3048"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Reggie: No hold orders! Please do the right thing!"",""select_style_id"":""5756"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ff00ff00\"",\""scroll_direction\"":\""left\""}""}";"38598";"3333";"MMTSydney"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""No school snow day"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"38638";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=9bINs0HukKk"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":147,""video_title"":""Announcements 10.7.2019"",""video_id"":""9bINs0HukKk"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/9bINs0HukKk\/mqdefault.jpg""}";"38640";"2595";"Data Image"
"{""id"":""3365"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""Todos los dispositivos"",""text_content"":""Gracias por su visita tengas muy buenas noches!!!!"",""select_style_id"":""6312"",""play_time"":""5"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Aviso_3"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38718";"3605";"Alpatech S.A.C"
"{""id"":""3402"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""MZC"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38760";"3535";"HCT"
"{""id"":""7264"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""MZC_A-F006"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38761";"3535";"HCT"
"{""id"":""3287"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""CS"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38762";"3535";"HCT"
"{""id"":""3287"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""CS"",""open_date"":""2019-10-13"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""8"",""open_time_i"":""35"",""open_time_s"":""0"",""close_time_h"":""8"",""close_time_i"":""37"",""close_time_s"":""0"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38763";"3535";"HCT"
"{""id"":""3286"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=vHJVOwSCYws&feature=youtu.be"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38764";"3535";"HCT"
"{""id"":""3286"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=vHJVOwSCYws&feature=youtu.be"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38765";"3535";"HCT"
"{""id"":""3287"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""CS"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=vHJVOwSCYws&feature=youtu.be"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38766";"3535";"HCT"
"{""id"":""3286"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=o7KpDBYYB4Q"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":108,""video_title"":""UNITED ARAB EMIRATES NATIONAL ANTHEM - \""Ishy Bilady\"" \u0639\u064a\u0634\u064a \u0628\u0644\u0627\u062f\u064a - \u0627\u0644\u0646\u0634\u064a\u062f \u0627\u0644\u0648\u0637\u0646\u064a \u0627\u0644\u0627\u0645\u0627\u0631\u0627\u062a\u064a"",""video_id"":""o7KpDBYYB4Q"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/o7KpDBYYB4Q\/mqdefault.jpg""}";"38767";"3535";"HCT"
"{""id"":""7236"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADW IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38768";"3535";"HCT"
"{""id"":""3287"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""CS"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38769";"3535";"HCT"
